tweet_text,cyberbullying_type
Probably one of my favorite modern rappers who didn't call females bitches and about drugs 25/8 like that man really be having heavy messages in his music Ima miss him :/,gender
I hate when people make joke's about gay's and when they make rape joke's and think it's funny.,gender
@Sargon_of_Akkad @PAcomikz I think a better dress comparison would be: Feminist: dresses to impress. Feminazi: dresses to depress.,gender
Repost: Miley Cyrus shocks fans with date-rape 'joke' at GAY London http://bit.ly/1g2nSyd #celebrity #MileyCyrus #Pop,gender
"Can't blame you for the assumption though. My party has a surprising amount of people who think prison rape jokes, gay jokes, notMEEEEEEE-isms, un-examined racism and slut shaming is A OK!",gender
"First line: -""why boys crack up at rape jokes"" -implies that all boys find rape hilarious. No disagreement from you there, John? -""...think having a girlfriend is gay"" -implies that boys believe this, based on... what exactly? News to me. Do you agree that boys think this?",gender
RT @Jordan_Atkinson That woman reporter on Soccer Saturday hasn't got a clue #annoying #notsexist #thetruth,gender
"Yeah, sorry, too soon. That's a bit too sick to be a joke right now. Like making a joke about a rape survivor, a serial killer of innocent babies, or Adam Schiff's murdered gay lover (who took all the abuse Adam Schiff let build up inside him until it blew up like a nuclear bomb",gender
"@NurseLoco exactly! He was also making jokes about self harm, suicide, rape and said there's a special place in hell for gays... NOT OK!!!",gender
Kat is a sociopath #mkr,gender
.@thekevinryder BOY I SURE AM GLAD YOU RUN A SEXUAL ASSAULT CHARITY SO YOU CAN MAKE RAPE JOKES. I bet you have a lot of black/gay friends.,gender
"@PositivelyPage We may joke about a lot of stuff... Rape, sex, homophobes, gays, etc. but suicide..... That's a big no. Some RPs, man....",gender
RT @PoliticalCynic: Instead of doing something about the feminists who hate men I'm going to scream at you for pointing them out. #TweetLik…,gender
My kitchen rules or my vagina rules? #MKR http://t.co/CXXgcf1MHl,gender
"And yet if a woman should ""not mince words"" you'd call her a bitch if it didn't align with your opinion. I find him offensively bigoted. All Rah Rah America, as it fails a good portion of the population: the poor, the brown, the female, the LGBTQ, immigrants....#BeBest",gender
"I posted about a problematic drag queen that made a rape joke at Queer Junction in Sheffield &amp; the terrible customer service that followed by someone working for them who also maliciously misgendered me &amp; said that I ‘shun the gay world’ - what a way to run a business, huh?",gender
"said the n word multiple times during her live stream, supposedly called wyatt gay when she tried to “insult” him, made rape jokes, then she said that we’re mad because she’s dating our “crush” which is absolute bullshit lmao",gender
"RT @BlackMilk_69x: Gotta bad bitch and she can't keep her clothes on so I'm like bend over, stop and strike that pose https://t.co/zPKF3WFxâ¦",gender
Milo isn’t libertarian. He did and interview with your golden boy nick and they both hate libertarians .Joe Rohan has a huge following and doesn’t make rape jokes or talk about taking a woman’s right away to vote. He also doesn’t make fun of gay veterans.,gender
"RT @WRCorg: UCLA Women's Law Group Libels CHS, Then Tries to Hide it. #womenagainstfeminism http://t.co/NFqIgwK88y",gender
Says the guy that probably doesn’t want to even visit his doctor because he’s afraid that getting a prostate examination will make him gay. Rape. Jokes. Aren’t. Funny.,gender
"@JustinAkehurst @f1eetfox But also it hasn't hurt her career either and doing rape, trans, gay and fat shaming jokes should have.",gender
RT @jacobselvey Call me sexist but if it's a female rapping I automatically dislike the song. #Chauvinism #VocabWord,gender
"Anyone has a “list” of things to not joke about, obviously has Gay AIDS from Rape while Self Harming. No?",gender
"nothing says sexy like rape jokes, fatphobia, gay stereotypes and sexualizing lesbians for male consumption. the fact that he's fucking ugly doesn't help either lmao",gender
@RepTedYoho half heartedly 'apologized' to Rep Ocasio-Cortez for calling her a fu@king bitch. He has 2 daughters and yet he blatantly uses vulgar language wrt a fellow female Rep. Being a Repub. I am sure he goes to church on Sundays and I wonder whether what he calls Mary?,gender
"Murdered babies ok, rape jokes ok, Holocaust jokes are fine, race jokes and gay jokes are cool, but no pedo jokes, is that your stance? Strange separations you make.",gender
#ResignAlFranken Jokes about rape and wanting gays to be killed.... http://www.thecrimson.com/article/1976/4/16/live-from-new-york-its-al/,gender
RT @rorybrown_mufc: all woman short lists in parliament...really? if they were good enough they'd beat the men to the vote #NotSexist,gender
@NDoTChowdhurY so you can joke about rape but suddenly being gay is wrong. You're a shit muslim naib. Hypocrite.,gender
"ugh im not that dirty, i still care bout my face and body tho dan juga fujo not actually gay, satu lagi gue kalo ngejokes juga ngotak, rape isnt a joke and never can be",gender
u ever been on a female for a while then finally see her in person and be thinking as soon as u see her like this bitch don’t even look that good my whole mood b blew text the homies aye call me rq abolish makeup and filters,gender
It’s fascinating how socially acceptable gay / rape jokes are if the punching bag is on the right.,gender
"@hayleyjoness ...as a result there is a POSSIBLE supply of 100% of the population for all ""female"" jobs vs. maybe 20% for some ""male"" jobs.",gender
"Is just so so creepy. If I joke about way less creepy stuff, like joking like I'm gay, oh man, people shit a set of gold plates and their demeanor shows that stuff is hard to pass through. Lol and I don't threaten rape. Saying rub my rubarb or ""I love sausage"" cuz I'm so damn",gender
Nope! @BryanUrns Call me sexist but No Shave November is only for guys.,gender
RT @VSVPDeezyy_ Not sexist but there are certain things that a woman can't tell me NOTHING about.,gender
"I'm scared of gay gangsters, rape is no joke",gender
"Vice Ganda, Gay Filipino Comedian, Makes Controversial Rape Joke http://fb.me/KqexnNHJ",gender
"Make jokes about rape, make jokes about paedophilia, make racist jokes. Yeah you're definitely fighting for the right side. It's not like there's video evidence of Vic being lovinhf and kind to the gay and trans community to disprove his Homophobic accusations.. Oh wist, there is",gender
#GAY Sue Perkins attacks rape joke comedians http://liven.ws/1wSMbjw (via @pinknews),gender
"so far, the men in credit have called me dumb, mocked gay people, said women shouldn't have equal rights, and made jokes about rape victims.",gender
rape isnt a joke.. girls are human too so thats why for me gay is good,gender
Guess one of em isn't too bad ;) #mkr,gender
Human Rights Abuse: It's no coincidence that rape jokes and gay/lesbian persecution tend to be promoted by the same type of people.,gender
#NAME?,gender
Remember when Critz made a rape joke? And denigrated gay couples? No chance GOP would bring those up! http://www.pennlive.com/midstate/index.ssf/2013/09/former_us_rep_mark_critz_runs.html #papolitics,gender
"She has made gay, rape and race based jokes. Just in the first two episodes of her show. She’s not funny at all she’s just slightly weird and politically incorrect. The very definition of white feminism and she’s so basic.",gender
"Stop making rape/sexual assault and gay jokes. It's not funny, it's disgusting.",gender
ew white boys who use the n and r words and joke about being gay and rape .,gender
"exactly but people hate when female characters have unhealthy coping mechanisms because of trauma so they'll just call her a ""bitch"" or say she's rude for no reason",gender
"You ""consider"" yourself as part of this community and you think like that motherfucking way? RAPE JOKE IS A NO LAUGHING MATTER! AND SAYING THAT GAYS WHO GET RAPPED WOULD FEEL HAPPY PA? ANONG UTAK MERON KA GIRL TANGINA MO",gender
"#mkr if we have to see Kat on the TV past tonight, I'm out",gender
"Retweeted Avi (@AviAhvee): Just gonna keep a running list of things I wish people would stop doing: 1) mocking women based on their appearance 2) making prison rape ""jokes"" 3) making ""jokes"" about people being gay... https://www.facebook.com/1350722369/posts/10212536304226521/",gender
"@dorolfe @lousycanuck @SallyStrange 1)  Top tweet resurrection, 2) I am currently on my private yacht, The “Feminazi Retweet”, do the maths!",gender
@ALIAQUINTA your a killer al if you want ufc to cut you all you need to do is tweet a joke about rape or gay people seems to work,gender
"You're right, rape joke was in good taste then as always and a sign of a man who deeply cares about the issues. Note let's remember that time he laughed when i woman talked about gay sexual assault",gender
"@sara771987 Well, I hate it, but...I know what you mean.  Thanks.  This will be rubbed in their hypocrite faces shortly...",gender
or do offensive things now because /someone/ will say something. because oh no you can't make rape jokes. oh no you can't make gay jokes. oh no you can't be fucking racist.,gender
@Javanzord @Douglas_Feer feminazi,gender
@Spazkidin3d raise ur dongerz 5spoopie7me senpai vinny/joel notice me ayy lmao shrekt kappa *huge debate over rape race or gay jokes*,gender
"@NatFucksAround and do gay jokes support homophobes? I still like to laugh. Its not about rape itself, i only laugh if the joke is funny 2me",gender
#BlameOneNotAll: Do men who don't hurt women actually need to be congratulated? http://t.co/6n0yLT3Clm,gender
RT @mary__kaye: That face Kat just pulled was hideous. #mkr,gender
imagine stabbing a gay who makes rape and se*f h*rm jokes,gender
"The JK Rowling memes have revealed how homophobic most people still are. It's sad that saying a relationship between two men possibly had sexual dimensions, got thousands of people to make pedophilia and rape jokes about gay people.",gender
"Miley Cyrus Rides Blow-Up Dick, Tells Rape Joke at London Gay Club (Gawker): Share With Friends: | | Top New... http://bit.ly/QBgFJj",gender
"RT @LiamDangerSmith: Call me sexist, but I really don't like female country singers",gender
"Men are empowered to call female politicians a ""fucking bitch"" when women speak of them hatefully and other women do nothing.",gender
"Remember when Vince Vaughn's own director said he regrets the movie that made Vince Vaughn famous because of date rape jokes, ""sassy"" racist grandmother tropes and gay men as predators?",gender
my friend met him for an interview about rock climbing or something and apparently he made some inappropriate gay rape jokes :/,gender
DRUDGE NEWS: VIDEO: Miley Cyrus Makes Date Rape Joke at Gay Nightclub... http://bit.ly/1lj4fB5 #Freedom,gender
@Titty_2Kanes that was a rape joke not a gay joke lmao either way u don't apply.. Good father who makes bets on the 49ers lol,gender
"We made joke outta Alu4, Dana crash, gays, rape and the so called clueless government. That's not kill him for his ""inappropriate"" joke",gender
"Thank you @baby_teeth :,( yeah making gay jokes or rape jokes doesn't really help",gender
"And yes, my friends call me Kuntsi... bitch is an understatement! Lol I’m also not soft, weak and insecure like ALL the females in this video.",gender
"Self described ""radical feminist"" makes death threats against #GamerGate WOC for not doing/thinking as she was told. http://t.co/sVXfPPIhef",gender
"RT @chriske17370944 I'm not sexist but the new Ghost Busters with an all woman cast, nah, won't be the same tbh #Ghostbusters",gender
